platform,show_id,title,content_type,release_year,rating,duration_value,duration_unit,primary_genre,genres,country,date_added,director,description
Amazon Prime,s3439,A Box for Rob,Movie,2017,16+,102.0,min,Drama,Drama,,,Renzo Vasquez,"Rob is a troubled man whose world unravels when he is named a murder suspect. Haunted by a dark childhood secret, his life becomes a living nightmare ... Could he be the killer after all?"
Amazon Prime,s3440,A Beginner's Guide To Endings,Movie,2010,R,92.0,min,Comedy,"Comedy, Drama",,,Jonathan Sobol,"Duke White, a hard living gambling man has doomed his three boys to a horrible fate. When his sons find out that they don't have much time left to live, they decide to make up for a lifetime of misdeeds in one day. But making up for past mistakes and doing all the things in life that they should have isn't nearly that simple for the White boys, but, they never did take the simple path."
Amazon Prime,s3441,A 30-Minute Journey Around the World,Movie,2012,ALL,30.0,min,Documentary,"Documentary, Special Interest",,,Mark Knight,"A soothing video postcard with no narration or music-simply the natural sounds and video in HD. Gondolas on Venice Canals, Chicago Navy Pier Fireworks, Millennium Park Cloudgate Chicago, Cruising the Three Rivers Gorge on the Yangtze River China, Underwater Reefs on Cebu Island Philippines, Bellagio Fountains in Las Vegas, Sea of Cortez beach sunset and the Snow and Ice Festival in Harbin China."
Amazon Prime,s3442,99 F,Movie,2007,18+,104.0,min,Comedy,"Comedy, Drama",,,Jan Kounen,"The life of Octave Parango, a flamboyant ad designer, filled with success, satire, misery and love."
Amazon Prime,s3443,99 Days With the Superstar,TV Show,2011,13+,1.0,season,Comedy,"Comedy, Romance",,,,A quiet Japanese security guard's humble life is turned upside down when he's assigned as the bodyguard to superstar Korean actress.
Amazon Prime,s3444,9/11 Phone Calls from the Towers,Movie,2009,16+,74.0,min,Documentary,"Documentary, Special Interest",United Kingdom,,James Kent,"September 11th 2001 is the most terrifying and enduring tragedy of our time. The images of that day stay with all of us; but for many, the most powerful legacy of that fateful day is the voices calling from inside the towers, whether telling loved ones they were safe, saying goodbye when all hope was lost, or even seeking comfort from strangers in a desperate call for help."
Amazon Prime,s3445,9-Minute Yoga: Guided Meditation & Visualization,Movie,2014,ALL,10.0,min,Special Interest,Special Interest,,,Mark Knight,"Three sessions designed to help reduce stress, calm the body and focus the mind include; Guided Meditation and Visualization. As proven by medical professionals and scientists, meditation helps reduce the heart rate, release natural endorphins into the blood stream-the feel-good factor-and actively help with mental stress and depression."
Amazon Prime,s3446,9 Hour Rainstorm for Sleep black screen,Movie,2017,ALL,541.0,min,Documentary,"Documentary, Special Interest",,,Mark Knight,"Black screen for a deep, restful sleep accompanied by a sooting rainstorm recorded on location in the Texas Hill Country. This black-screen video helps reduce the blue-spectrum light waves emitted from your TV or screen that are known to interfere with REM sleep. Used in hundreds of U.S. hospitals, all Sleepwell programs are included in your Prime membership."
Amazon Prime,s3447,8 Minute Meditation to Forget and Forgive,Movie,2020,ALL,8.0,min,Special Interest,Special Interest,,,Mark Knight,Forgive and forget. An easy guided therapy session helping you forgive and let go of any negative energy that your holding.
Amazon Prime,s3448,8 Hours of Waves for Sleep,Movie,2016,ALL,481.0,min,Special Interest,Special Interest,,,Mark Knight,"Relax and drift off to sleep with Sharecare Windows Evening Waves for Sleep and Meditation. An excellent sleep aid, this video features nighttime beaches accompanied by natural ocean sounds. Window Channel Network's Sleepwell videos are used to help patients sleep and for stress reduction in hospitals throughout world. Enjoy this 8 hour sleep video included in your Prime membership."
Amazon Prime,s3449,8 Hours of Gentle Soothing Surf for Sleep,Movie,2016,ALL,480.0,min,Special Interest,Special Interest,,,Mark Knight,"Featuring ultra dark video of nighttime surf recorded on location. This video helps create healthy sleep habits by reducing the blue-spectrum light waves-known to inhibit REM sleep. By following the five stages of sleep patterns, this calming video will help you relax into a deep sleep. Filmed on location in South Carolina, Florida Keys, Lake Michigan and California."
Amazon Prime,s3450,7th And Westlake Nino's Revenge,Movie,2021,18+,89.0,min,Drama,"Drama, Suspense",,,Michael H Royal,"In response to the growing power of African Americans in the country, a chemical biologist (Dr. Phil Stain) has developed a drug that causes black people to kill each other."
Amazon Prime,s3451,730,Movie,2015,18+,104.0,min,Action,"Action, Drama, Suspense",,,TRU,"A modern day urban tale centered around a young man named Tru, who recently came home from jail and is fighting to stay on the right path for the sake of his son. Not too long after his release, Tru finds himself struggling to be an average man while he battles with his son's mother, the law, and the streets."
Amazon Prime,s3452,7 Minute Yoga Nidra for Focus,Movie,2020,ALL,7.0,min,Faith and Spirituality,Faith and Spirituality,,,Mark Knight,Yoga Nidra-a conscious sleep and rest session. A yoga technique to rest the body fully without sleeping.
Amazon Prime,s3453,60 Days In,TV Show,2016,TV-14,1.0,season,TV Shows,TV Shows,,,,"60 Days In offers an unprecedented look at life behind bars at Indiana's Clark County Jail as seven innocent volunteers are sent to live among its general population for 60 days without officers, fellow inmates, or staff knowing their secret."
Amazon Prime,s3454,6-Headed Shark Attack,Movie,2018,16+,89.0,min,Action,"Action, Science Fiction",,,Mark Atkins,"What is supposed to be a marriage boot camp on a remote island turns into the ultimate test for survival when a 6-headed shark starts attacking the beach. Trapped with minimal weapons they try to fight off the shark, but quickly discover that no one is safe in the water, or on land."
Amazon Prime,s3455,6 Minutes of Yoga By The Ocean,Movie,2016,ALL,6.0,min,Fitness,"Fitness, Special Interest",,,Mark Knight,"Named after the rolling waves of the ocean, this breathing practice will help reduce stress, calm your mind, induce mind and body relaxation and ease pain. This is perfect for short everyday relaxation use and before your exercise practice. Classically trained in the art of yoga in India and Canada, Anne-Marie Newland presents her own dynamic style of yoga known as Sun-Power Yoga."
Amazon Prime,s3456,6 Below,Movie,2017,PG-13,98.0,min,Action,"Action, Drama, Suspense",,,Scott Waugh,"When a snowstorm strands former professional hockey player Eric LeMarque (Josh Hartnett) atop the Sierra Nevada Mountains for eight days, he is forced to face his past and come to terms with his personal demons and rediscover the power of faith within him in order to survive."
Amazon Prime,s3457,5K1-States Evidence,Movie,2018,18+,108.0,min,Action,"Action, Drama",,,Don Armstrong,"In Detroit, MI this narrative follows best friends Tiger (rapper Forty Da Great) and Remo (Melvin Jackson, Jr -The Wire/New Edition Story), who the Feds suspects them of running a Criminal Enterprise, Self Made Bosses (SMB). Tiger and Remo tries to figure out their strengths to maintain their reign in the Streets, but the Feds found their weakness and stops at nothing to bring them down."
Amazon Prime,s3458,53206: Milwaukee,Movie,2021,16+,83.0,min,Drama,Drama,,,Kimberley T. Zulkowski,"Robbie, a very talented, aspiring 17-year-old singer, has grown up in one of the poorest, most crime ravaged inner cities: the 53206 zip code of Milwaukee. She dreams of going to Juilliard, but after her cousin's murder she must decide whether to follower her dream or stay and help her community end the violence."
Amazon Prime,s3459,5-Minute Anxiety Meditation,Movie,2020,ALL,5.0,min,Special Interest,Special Interest,,,,A guided meditation to help you overcome anxiety in your life. Guided by Donna D' Cruz.
Amazon Prime,s3460,45 Minutes In South America,Movie,2012,ALL,45.0,min,Special Interest,Special Interest,,,Mark Knight,"Naturally beautiful, this spectacular video without narration or music-just natural sounds and sights captured in full HD on location. Visit Sugarloaf Tram Rio de Janeiro, Vidigal Beach Brazil, Laja River Tributary Antuco Valley Chile, Lala Lake National Park Chile, Avenida del Liberador, National Congress Buenos Aires, Igauzu Falls, Ponte Octavio Frias de Oliveria Sa Paulo Brazil and more."
Amazon Prime,s3461,41,Movie,2014,16+,81.0,min,Drama,"Drama, Science Fiction",,,Glenn Triggs,A young man discovers a hole in the floor of a local motel that leads to yesterday.
Amazon Prime,s3462,4/20 Massacre,Movie,2018,16+,85.0,min,Action,"Action, Horror, Science Fiction",,,Dylan Reynolds,"Over 4/20 weekend, five young women decide to celebrate their friend's birthday by taking a camping trip to a secluded part of a nearby national park. However, their fun is quickly snubbed out when they stumble upon an illegal marijuana grow operation hidden in the greenery and protected by a bloodthirsty maniac."
Amazon Prime,s3463,4 Blocks (English Dubbed),TV Show,2018,18+,2.0,season,TV Shows,TV Shows,,,,"One year has passed since the dramatic showdown with the Cthulhu, and a lot has changed for the Hamadys: Abbas is on trial for murder, Amara has made a new start with Latif, and Toni can finally enter the real-estate business as he had dreamed of."
Amazon Prime,s3464,4 Blocks,TV Show,2018,TV-MA,2.0,season,TV Shows,TV Shows,,,,"One year has passed since the dramatic showdown with the Cthulhu, and a lot has changed for the Hamadys: Abbas is on trial for murder, Amara has made a new start with Latif, and Toni can finally enter the real-estate business as he had dreamed of."
Amazon Prime,s3465,37-Teen,Movie,2020,18+,92.0,min,Comedy,Comedy,,,Miles Forster,"Billionaire software mogul, Adam Pi, has everything in life with the exception of positive memories from High School. He reluctantly goes to his 20th year reunion, has an amazing time, and finds himself wondering ""If I knew then what I know now..."" and offers the entire grad class one year's salary to come back and do one more month of High School. What could possibly go wrong?"
Amazon Prime,s3466,36 Husbands,Movie,2020,13+,83.0,min,Comedy,Comedy,United States,,Michael Glover,"36 Husbands is a mystical, musical, Kung Fu spy comedy starring 3 powerful women - and a bunch of husbands."
Amazon Prime,s3467,33 & Beyond: The Royal Art of Freemasonry,Movie,2017,18+,90.0,min,Documentary,Documentary,,,Johnny Royal,"Hailed by ABC News as ""Perhaps the most important documentary ever made on Freemasonry,"" 33 & Beyond: The Royal Art of Freemasonry, explores the American Freemasonic system, degree by degree. Written & Directed by Johnny Royal (Illuminated: The True Story of the Illuminati), 33 & Beyond: The Royal Art of Freemasonry examines the Blue Lodge, Scottish Rite and York Rite bodies of Freemasonry."
Amazon Prime,s3468,306 Hollywood,Movie,2018,13+,94.0,min,Documentary,Documentary,,,Elan Bogarín & Jonathan Bogarín,"When siblings Elan and Jonathan Bogarín undertake an archaeological excavation of their late grandmother's house, they embark on a magical-realist journey in search of what life remains in the objects we leave behind. 306 Hollywood transforms the dusty fragments of an unassuming life into an epic metaphor for the nature of memory, time, and history."
Amazon Prime,s3469,30-Minute Anxiety Meditation,Movie,2020,ALL,30.0,min,Special Interest,Special Interest,,,,A guided meditation to help you overcome anxiety in your life. Guided by Donna D' Cruz.
Amazon Prime,s3470,30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon Tattoo,Movie,2013,R,80.0,min,Comedy,"Comedy, Horror, Young Adult Audience",,,Craig Moss,"After a stint in a psychiatric hospital, a young woman returns to the house where her father killed the entire cast of The Artist during his exorcism."
Amazon Prime,s3471,30 Minutes on the Central California Coast,Movie,2018,ALL,30.0,min,Documentary,"Documentary, Special Interest",,,David Hessemer,"Hidden away between Carmel and Santa Barbara, California is a stretch of the California Coast that is peaceful, beautiful and mostly unknown. The Hidden Gem is a project created for Sharecare Windows by the Visual Storytelling Class at Oaks Christian High School in Westlake, California. Ten students spent four days shooting to create a special video with images set to an original soundtrack."
Amazon Prime,s3472,30 Minutes of Water in Nature,Movie,2012,ALL,30.0,min,Special Interest,Special Interest,,,Mark Knight,"A soothing video postcard with no narration or music-simply the natural sounds and video in HD. Videos include, Beach Cabanas Cabo San Lucas Mexico, Pink and yellow Lotus flowers in Hawaii, Sea of Cortez beach sunset, purple wildflowers, Texas Bluebonnet wildflowers, Rainbow Falls in Hawaii, Sparks Lake in Oregon, Three Rivers Gorge on the Yangtze River and Texas floating clouds"
Amazon Prime,s3473,30 Minutes of Water,Movie,2019,,30.0,min,Documentary,"Documentary, Special Interest",,,Mark Knight,"Sharecare Windows believes that images speak louder than words, and in our search around the world to find awe-inspiring images, we discovered the subtle beauty and spiritual inspiration of water. Join us as we bring attention to the natural resources that sustains our planet and the life that depends on it. Sharecare Windows short film WATER has screened at 80 Film Festivals and won 18 awards."
Amazon Prime,s3474,30 Minutes of Sheep for Relaxation,Movie,2017,ALL,30.0,min,Special Interest,Special Interest,,,"Jim Wilmer, Mark Knight","As cliche as it sounds, here you can count the sheep as the herd at Carmel Mission Ranch finds solace in the beautiful meadow adjoining the Carmel River Beach Estuary at sunset. Gently drift off to sleep or use for meditation as well as relaxation for children and pets."
Amazon Prime,s3475,30 Minutes of Serenity,Movie,2012,ALL,30.0,min,Special Interest,Special Interest,,,Mark Knight,"A soothing video postcard with no narration or music-simply the natural sounds and HD video,. Enjoy vistas from Maui's Bamboo Forest, The Chicago River, Glass fish from the Philippines, Horseshoe Bend on the Colorado River, The Hoh River, Sol Duc Falls and Lake Crescent in Washington state's Olympic National Park, and Hawaii's Wailua Falls."
Amazon Prime,s3476,30 Minutes of Relaxation,Movie,2012,ALL,30.0,min,Special Interest,Special Interest,,,Mark Knight,"A relaxing video postcard format with no narration or music_simply the natural sounds and video in HD. Yangtze River China, Horsehollow Wind farm, Grand Bahama Island Infinity Pool, Buckingham Fountain Chicago, Bellagio Fountain Las Vegas, Fly fishing on the Mohican River, Glass fish of Apo Islands Philippines, Hacienda Temozon Mexico, Crown Fountain Chicago and sunrise on Annapolis Harbor"
Amazon Prime,s3477,30 Minutes of Nature's Beauty,Movie,2012,ALL,30.0,min,Special Interest,Special Interest,,,Mark Knight,"A soothing video postcard with no narration or music-simply the natural sounds and video in HD. Vistas include Lotus Flower ponds in Maui, Floating clouds in Texas, Aruba Dutch Caribbean, Trunk Bay St. John USVI, Deschutes National Forest Oregon, Waimuku Falls Maui, Rain Falling on leaves in New Orleans, Kanoehe Bay Hawaii, Texas Wildflowers and Leinster Bay St. John."
Amazon Prime,s3478,30 Minutes of Flowing Water,Movie,2012,ALL,30.0,min,Special Interest,Special Interest,,,Mark Knight,"A relaxing video postcard features no narration or music-simply the natural sounds and video in HD. Scenes include Del Norte Coast California, Yellowstone National Park, Tumalo Falls in Oregon, Caceres Reef in the Philippines, Colorado River in Texas, Terrebonne Cattle Ranchin Oregon, Coastline Valaparasio in Chile, Schroon River in the Adirondack Mountains, Makapu'u Tide Pools in Maui and more."
Amazon Prime,s3479,30 Minute Singing Bowl Meditation,Movie,2020,ALL,30.0,min,Special Interest,Special Interest,,,Mark Knight,"Use the universal sound of OUM and the singing bowl for meditation, focus and relaxation"
Amazon Prime,s3480,30 Days of Yoga for Beginners | Calm Mind & Body | Eliz Fitness,TV Show,2020,ALL,1.0,season,Fitness,"Fitness, Special Interest",,,,"Welcome to 30 days of Yoga for a Calm Mind, an all-levels series from Eliz Fitness. Learn the foundations of yoga, and utilize breath and movement to unlock powerful physical and mental benefits. Discover peace of mind by following along with Eliz and stay tuned for bonus tips at the end of each video."
Amazon Prime,s3481,30 Day Yoga For Weight Loss with Julia Marie,TV Show,2018,ALL,1.0,season,Fitness,"Fitness, Special Interest",,,,"Welcome to the 30 day yoga challenge! Throughout this series you will burn calories, build muscle and create healthy habits that will help you keep the weight off and live more optimally. In addition to the workouts you will find bonus tips at the end of each video to help you stay on track."
Amazon Prime,s3482,30 Day Promise,Movie,2017,13+,100.0,min,Drama,"Drama, Faith and Spirituality",,,Corey L. Branch,"What would you do if you had two months to live, a failing marriage and a broken home? This is the scenario Heather is facing. She's dying of cancer, her husband is having an affair and her children's relationship with their dad is nonexistent. To change the direction of her family, she comes up with an unusual plan to save her marriage and re-establish a relationship with God in her family."
Amazon Prime,s3483,3 Simple Meditation Practices,Movie,2016,ALL,10.0,min,Fitness,"Fitness, Special Interest",,,Mark Knight,"Watching the breath is the first practice-an ancient Buddhist tradition-working on placing the mind in the body. Mantra meditation is the second practice and is an ancient Indian technique using a sound like OM. The third practice is mindfulness meditation, helping you helping you notice one thing at a time when you are in need of peace. With Anne-Marie Newland founder of Sun Power Yoga"
Amazon Prime,s3484,3 Magic Words,Movie,2012,G,71.0,min,Special Interest,Special Interest,,,Michael Perlin,"A woman awakens with amnesia after a suicide attempt, and her quest to find the meaning of life introduces her to the philosophy of all the great masters throughout history. Her self-discovery becomes a real-life primer in higher consciousness."
Amazon Prime,s3485,3 Caminos (4K UHD),TV Show,2021,,1.0,season,Drama,Drama,,,,"3 Caminos tells the life story of five friends, each one of a different nationality, all of them conected by El Camino in three specific moments of their lives."
Amazon Prime,s3486,3 Caminos,TV Show,2021,,1.0,season,TV Shows,TV Shows,,,,"3 Caminos tells the life story of five friends, each one of a different nationality, all of them conected by El Camino in three specific moments of their lives."
Amazon Prime,s3487,2ELEVEN,Movie,2017,18+,108.0,min,Action,"Action, Drama",,,Derek Scott,Ucult Studios presents a tale of the two brothers hustling to survive in the streets of Detroit. Zo the calm ambitious brother wants nothing more than to give his daughter a better life.
Amazon Prime,s3488,24 to Life,TV Show,2018,TV-PG,2.0,season,Documentary,"Documentary, Special Interest",,,,24 to Life follows eight individuals as they experience their final 24 hours before they are incarcerated. Cameras document two seemingly regular people on their final day of freedom.
Amazon Prime,s3489,24 Hours In A&E,TV Show,2015,16+,8.0,season,Documentary,"Documentary, Special Interest",,,,"The RTS award-winning documentary series returns for another series following patients treated in the same 24 hour period at St George's in south west London. The hospital has one of the most advanced and busiest A&E departments in the world. It's a place where stories of life, love and loss unfold every day."
Amazon Prime,s3490,23 Blast,Movie,2014,PG-13,99.0,min,Drama,"Drama, Sports",,,Dylan Baker,"When a high school football star is suddenly stricken with irreversible total blindness, he must decide whether to live a safe handicapped life or bravely return to the life he once knew and the sport he still loves."
Amazon Prime,s3491,21 Day Transformation,TV Show,2016,13+,1.0,season,Fitness,"Fitness, Special Interest",,,,"Welcome to our 21 Day Transformation! In this program, you will be burning fat and toning up from head to toe. From cardio to yoga to abs and booty, Julia Bognar will show you how it's done. Check each episode description for more information on the program, as some workouts should be repeated throughout the 21 days."
Amazon Prime,s3492,2047 Virtual Revolution,Movie,2018,13+,92.0,min,Science Fiction,"Science Fiction, Suspense",,,Guy-Roger Duvert,"The year is 2047. Most of the world's population live inside corporate-controlled virtual worlds and drift further out of touch with reality. Nash, a private investigator/mercenary is hired to track down a group of hackers who are disrupting and terrorizing the virtual space in a bid to free human beings from their online prisons."
Amazon Prime,s3493,2019 Gold Series AVP New York City Open - Day 2,TV Show,2019,TV-NR,1.0,season,TV Shows,TV Shows,,,,"June 7th – 9th, 2019; The third stop on tour brings the AVP pros to New York City, the East Coast host of the AVP for the fifth consecutive year. The first of the AVP Gold Series with elevated prize money and points, the New York City event will be a defining one on the 2019 schedule."
Amazon Prime,s3494,2019 Gold Series AVP New York City Open - Day 1,TV Show,2019,TV-NR,1.0,season,TV Shows,TV Shows,,,,"June 7th – 9th, 2019; The third stop on tour brings the AVP pros to New York City, the East Coast host of the AVP for the fifth consecutive year. The first of the AVP Gold Series with elevated prize money and points, the New York City event will be a defining one on the 2019 schedule."
Amazon Prime,s3495,2019 AVP Seattle Open - Day 3,TV Show,2019,TV-NR,1.0,season,TV Shows,TV Shows,,,,"June 21st – 23rd, 2019; The 2019 AVP Seattle Open marks the fourth stop on the tour, bringing a conclusion to the first half of the season. Between the serene setting and action-packed matches, you will not want to miss one of beach volleyball’s most unique events in the world: the AVP Seattle Open."
Amazon Prime,s3496,2019 AVP Huntington Beach Open - Day 3,TV Show,2019,TV-NR,1.0,season,TV Shows,TV Shows,,,,The 2019 AVP season will be kicking off in style as we hit the sands of Surf City for the Huntington Beach Open. Spend your Cinco de Mayo weekend with the AVP as we kick off our summer of beach volleyball.
Amazon Prime,s3497,2019 AVP Huntington Beach Open - Day 2,TV Show,2019,TV-NR,1.0,season,TV Shows,TV Shows,,,,The 2019 AVP season will be kicking off in style as we hit the sands of Surf City for the Huntington Beach Open. Spend your Cinco de Mayo weekend with the AVP as we kick off our summer of beach volleyball.
Amazon Prime,s3498,2019 AVP Huntington Beach Open - Day 1,TV Show,2019,TV-NR,1.0,season,TV Shows,TV Shows,,,,The 2019 AVP season will be kicking off in style as we hit the sands of Surf City for the Huntington Beach Open. Spend your Cinco de Mayo weekend with the AVP as we kick off our summer of beach volleyball.
Amazon Prime,s3499,2019 AVP Hermosa Beach Open - Day 3,TV Show,2019,TV-NR,1.0,season,TV Shows,TV Shows,,,,"July 26th – 28th, 2019; Hermosa Beach is a cornerstone of the AVP schedule. The passionate Hermosa beach volleyball fans create one of the most energetic beach volleyball environments in the world. Don’t miss this one!"
Amazon Prime,s3500,2019 AVP Hermosa Beach Open - Day 2,TV Show,2019,TV-NR,1.0,season,TV Shows,TV Shows,,,,"July 26th – 28th, 2019; Hermosa Beach is a cornerstone of the AVP schedule. The passionate Hermosa beach volleyball fans create one of the most energetic beach volleyball environments in the world. Don’t miss this one!"
Amazon Prime,s3501,2019 AVP Hawaii Open - Day 3,TV Show,2019,TV-NR,1.0,season,TV Shows,TV Shows,,,,"September 20th - 22nd, 2019; The AVP will be returning to the Aloha State in 2019. Partnering with the HTA, Hawaii’s lead tourism agency, the AVP will be building the beach festival experience in the heart of Oahu, right along the beaches of Fort DeRussy, Waikīkī."
Amazon Prime,s3502,2019 AVP Austin Open - Day 3,TV Show,2019,TV-NR,1.0,season,TV Shows,TV Shows,,,,"Fittingly, the AVP’s second stop on the 2019 Tour is to the second largest state in the country, Texas. Combine a passionate fanbase with the country’s top pro beach volleyball athletes, and a little extra sprinkle of that Austin-weird, this tournament is sure to be one of the can’t-miss stops on tour."
Amazon Prime,s3503,2019 AVP Austin Open - Day 2,TV Show,2019,TV-NR,1.0,season,TV Shows,TV Shows,,,,"Fittingly, the AVP’s second stop on the 2019 Tour is to the second largest state in the country, Texas. Combine a passionate fanbase with the country’s top pro beach volleyball athletes, and a little extra sprinkle of that Austin-weird, this tournament is sure to be one of the can’t-miss stops on tour."
Amazon Prime,s3504,2019 AVP Austin Open - Day 1,TV Show,2019,TV-NR,1.0,season,TV Shows,TV Shows,,,,"Fittingly, the AVP’s second stop on the 2019 Tour is to the second largest state in the country, Texas. Combine a passionate fanbase with the country’s top pro beach volleyball athletes, and a little extra sprinkle of that Austin-weird, this tournament is sure to be one of the can’t-miss stops on tour."
Amazon Prime,s3505,2018 Next Gen ATP Finals,TV Show,2018,TV-NR,1.0,season,TV Shows,TV Shows,,,,"It's the exciting new showcase of great, young talent on the ATP World Tour. The Next Gen ATP Finals, to be played in Milan from November 6-10, will feature the world's top seven 21-and-under singles players and one wild card. The tournament will also feature many innovations designed to make the sport more exciting than ever."
Amazon Prime,s3506,2001 Lakers,Movie,2001,ALL,55.0,min,Documentary,"Documentary, Special Interest",,,Jim Podhoretz,"When the 2001 season began, many expected the Los Angeles Lakers to repeat as NBA Champions. But few could have predicted just how arduous their road would be. The Lakers struggled through a turbulent regular season, but in the playoffs they recaptured their championship for and defeated the Philadelphia 76ers in the 2001 NBA Finals."
Amazon Prime,s3507,2.0 (Telugu),Movie,2018,13+,141.0,min,Action,"Action, Science Fiction",,,Shankar,Dr Vaseegaran (Rajinikanth) and his android assistant Nila (Amy Jackson) are called in for help after mobiles start mysteriously flying out of the hands of people in Chennai. Vaseegaran summons his trusted robot Chitti (Rajinikanth) to ward off the bird-shaped supernatural powers of Pakshirajan (Akshay Kumar).
Amazon Prime,s3508,2.0 (Tamil),Movie,2018,13+,141.0,min,Action,"Action, International, Science Fiction",,,Shankar,Dr Vaseegaran (Rajinikanth) and his android assistant Nila (Amy Jackson) are called in for help after mobiles start mysteriously flying out of the hands of people in Chennai. Vaseegaran summons his trusted robot Chitti (Rajinikanth) to ward off the bird-shaped supernatural powers of Pakshirajan (Akshay Kumar).
Amazon Prime,s3509,2.0 (Hindi),Movie,2018,13+,141.0,min,Action,"Action, Drama, Science Fiction",,,Shankar,Dr Vaseegaran (Rajinikanth) and his android assistant Nila (Amy Jackson) are called in for help after mobiles start mysteriously flying out of the hands of people in Chennai. Vaseegaran summons his trusted robot Chitti (Rajinikanth) to ward off the bird-shaped supernatural powers of Pakshirajan (Akshay Kumar).
Amazon Prime,s3510,2 Below 0,Movie,2019,13+,48.0,min,Comedy,Comedy,,,Tim Cash,"It's the bitterly cold Winter of 1979 as Rusty types furiously in his trailer. His fiancé had just left him at the altar and in response, Rusty uproots himself from Minnesota and relocates to the middle of nowhere. He's not completely alone for Alice, who"
Amazon Prime,s3511,1996-1997 NBA Championship Season - Chicago Bulls,Movie,1997,7+,52.0,min,Documentary,"Documentary, Special Interest",,,Larry Weitzman,"NBA Entertainment takes you on the Bulls' journey through the 1996-1997 regular season, NBA playoffs and NBA Finals as cameras and microphones follow the team on court, in team huddles and behind the scenes."
Amazon Prime,s3512,16 Minute Chakra Garden Meditation,Movie,2020,ALL,16.0,min,Special Interest,Special Interest,,,Mark Knight,Chakra Garden - a guided walk through a wonderful garden imagining all the chakras via all the colors of the the flowers. Guided byAnne-Marie Newland bringing rest and energy.
Amazon Prime,s3513,15-Minute Yoga Stretch 2.0 (Workout),Movie,2019,ALL,22.0,min,Fitness,Fitness,,,,"Follow the weekly schedule as shown on my website (FitnessMaggie). This yoga session focuses on one thing: stretches to relax your body and recover after completing Flow, Core and Balance, but before doing the Power Flow session tomorrow. Improve flexibility in order to improve strength & overall fitness. Find my Yoga Guide on my website to safely combine my yoga + workout videos."
Amazon Prime,s3514,15-Minute Yoga Stretch 1.0 Workout,Movie,2018,ALL,20.0,min,Fitness,Fitness,,,,"The benefits of yoga in just 15 minutes. Stretch your muscles head to toe, helping you increase flexibility as you hold key yoga stretches and breathe deeply through them. A great session to prep for Yoga HIIT tomorrow. Follow the Yoga Series 1.0 Weekly Schedule as shown on my website (FitnessMaggie). My Yoga Guide is also available there to combine my yoga series with my other workout videos."
Amazon Prime,s3515,15-Minute Yoga Power Flow 2.0 (Workout),Movie,2019,ALL,21.0,min,Fitness,Fitness,,,,"The benefits of yoga in just 15 minutes a day! Follow the weekly schedule as shown on my website (FitnessMaggie). Provides the amazing stretch of traditional yoga flow... but amped up. This session will boost your heart rate, challenge your muscles, and stretch your muscles to long, lean happiness. My Yoga Guide is also available on my site to combine my yoga series with my other workout videos."
Amazon Prime,s3516,15-Minute Yoga HIIT 1.0 (Workout),Movie,2018,ALL,19.0,min,Fitness,Fitness,,,,"The benefits of yoga in just 15 minutes. This Yoga HIIT session will stretch your muscles head to toe & push your strength, endurance, balance and overall fitness. Alternating stretches with periods of work, you'll feel amazing after this workout. Find the Yoga Series 1.0 Weekly Workout Schedule (and more), as shown on my website (FitnessMaggie)."
Amazon Prime,s3517,15-Minute Yoga Flow 2.0 (Workout),Movie,2019,ALL,21.0,min,Fitness,Fitness,,,,"The benefits of yoga in 15 minutes a day! Follow the 2.0 Yoga weekly schedule as shown on my website (FitnessMaggie) to feel your best. Stretch your muscles head to toe and leave your body feeling refreshed and energized. Increase flexibility, balance, strength & endurance as you flow through key yoga postures. Find my Yoga Guide on my site to combine my yoga series with my other workout videos."
Amazon Prime,s3518,15-Minute Yoga Core 2.0 (Workout),Movie,2019,ALL,22.0,min,Fitness,Fitness,,,,"The benefits of yoga in just 15 minutes a day! Follow the weekly schedule as found on my website (FitnessMaggie) to feel your best. This session focuses on your abdominals, back, obliques and every muscle in between... all while lengthening your muscles to leave you feeling great. My Yoga Guide is also available on my website to combine my yoga series with my other workout videos."
Amazon Prime,s3519,15-Minute Yoga Balance 2.0 (Workout),Movie,2019,ALL,21.0,min,Fitness,Fitness,,,,The benefits of yoga in just 15 minutes a day! Follow the Yoga 2.0 weekly schedule as shown on my website (FitnessMaggie). This session prioritizes the stretching and lengthening of your muscles with key balance-focused yoga poses. Improve total body strength & posture as you challenge your core. My Yoga Guide is also available on my site to combine my yoga series with my other workout videos.
Amazon Prime,s3520,15-Minute Upper Strength Focus 5.0 Workout,Movie,2017,ALL,19.0,min,Fitness,Fitness,,,,"No Equipment Needed. TIP: complete Maggie's Series 1.0 - 4.0 for 4+ weeks each prior to Series 5.0. This 15-minute weekly workout is designed to work every major muscle in your upper half. Find the Weekly Workout Schedule for this Series, and more, on my website (FitnessMaggie)."
Amazon Prime,s3521,15-Minute Upper Body Sculpt 6.0 Workout (with weights),Movie,2018,ALL,19.0,min,Fitness,Fitness,,,,"Sculpt & strengthen your arms, shoulders, chest, back & even core with this upper-body-focused workout. With a combination of unique and challenging moves, your muscles will be burning in no time. Great for all fitness levels (modifications included). Begin Series 6.0 after 4+ weeks in each of Series 1.0-5.0. Find the weekly schedule, yoga series schedules, and more on my website (FitnessMaggie)."
