platform,show_id,title,content_type,release_year,rating,duration_value,duration_unit,primary_genre,genres,country,date_added,director,description
Netflix,81145628,Norm of the North: King Sized Adventure,Movie,2019,TV-PG,90.0,min,Children & Family Movies,"Children & Family Movies, Comedies","United States, India, South Korea, China","September 9, 2019","Richard Finn, Tim Maltby","Before planning an awesome wedding for his grandfather, a polar bear king must take back a stolen artifact from an evil archaeologist first."
Netflix,80117401,Jandino: Whatever it Takes,Movie,2016,TV-MA,94.0,min,Stand-Up Comedy,Stand-Up Comedy,United Kingdom,"September 9, 2016",,"Jandino Asporaat riffs on the challenges of raising kids and serenades the audience with a rousing rendition of ""Sex on Fire"" in his comedy show."
Netflix,70234439,Transformers Prime,TV Show,2013,TV-Y7-FV,1.0,season,Kids' TV,Kids' TV,United States,"September 8, 2018",,"With the help of three human allies, the Autobots once again protect Earth from the onslaught of the Decepticons and their leader, Megatron."
Netflix,80058654,Transformers: Robots in Disguise,TV Show,2016,TV-Y7,1.0,season,Kids' TV,Kids' TV,United States,"September 8, 2018",,"When a prison ship crash unleashes hundreds of Decepticons on Earth, Bumblebee leads a new Autobot force to protect humankind."
Netflix,80125979,#realityhigh,Movie,2017,TV-14,99.0,min,Comedies,Comedies,United States,"September 8, 2017",Fernando Lebrija,"When nerdy high schooler Dani finally attracts the interest of her longtime crush, she lands in the cross hairs of his ex, a social media celebrity."
Netflix,80163890,Apaches,TV Show,2016,TV-MA,1.0,season,Crime TV Shows,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Spain,"September 8, 2017",,A young journalist is forced into a life of crime to save his father and family in this series based on the novel by Miguel Sáez Carral.
Netflix,70304989,Automata,Movie,2014,R,110.0,min,International Movies,"International Movies, Sci-Fi & Fantasy, Thrillers","Bulgaria, United States, Spain, Canada","September 8, 2017",Gabe Ibáñez,"In a dystopian future, an insurance adjuster for a tech company investigates a robot killed for violating protocol and discovers a global conspiracy."
Netflix,80164077,Fabrizio Copano: Solo pienso en mi,Movie,2017,TV-MA,60.0,min,Stand-Up Comedy,Stand-Up Comedy,Chile,"September 8, 2017","Rodrigo Toro, Francisco Schultz","Fabrizio Copano takes audience participation to the next level in this stand-up set while reflecting on sperm banks, family WhatsApp groups and more."
Netflix,80117902,Fire Chasers,TV Show,2017,TV-MA,1.0,season,Docuseries,"Docuseries, Science & Nature TV",United States,"September 8, 2017",,"As California's 2016 fire season rages, brave backcountry firefighters race to put out the flames, protect homes and save lives in this docuseries."
Netflix,70304990,Good People,Movie,2014,R,90.0,min,Action & Adventure,"Action & Adventure, Thrillers","United States, United Kingdom, Denmark, Sweden","September 8, 2017",Henrik Ruben Genz,A struggling couple can't believe their luck when they find a stash of money in the apartment of a neighbor who was recently murdered.
Netflix,80169755,Joaquín Reyes: Una y no más,Movie,2017,TV-MA,78.0,min,Stand-Up Comedy,Stand-Up Comedy,,"September 8, 2017",José Miguel Contreras,"Comedian and celebrity impersonator Joaquín Reyes decides to be his zesty self for a night of stories about buses, bathroom habits, royalty and more."
Netflix,70299204,Kidnapping Mr. Heineken,Movie,2015,R,95.0,min,Action & Adventure,"Action & Adventure, Dramas, International Movies","Netherlands, Belgium, United Kingdom, United States","September 8, 2017",Daniel Alfredson,"When beer magnate Alfred ""Freddy"" Heineken is kidnapped in 1983, his abductors make the largest ransom demand in history."
Netflix,80182480,Krish Trish and Baltiboy,Movie,2009,TV-Y7,58.0,min,Children & Family Movies,Children & Family Movies,,"September 8, 2017",,"A team of minstrels, including a monkey, cat and donkey, narrate folktales from the Indian regions of Rajasthan, Kerala and Punjab."
Netflix,80182483,Krish Trish and Baltiboy: Battle of Wits,Movie,2013,TV-Y7,62.0,min,Children & Family Movies,Children & Family Movies,,"September 8, 2017","Munjal Shroff, Tilak Shetty","An artisan is cheated of his payment, a lion of his throne and a brother of his inheritance in these three stories of deception and justice."
Netflix,80182596,Krish Trish and Baltiboy: Best Friends Forever,Movie,2016,TV-Y,65.0,min,Children & Family Movies,Children & Family Movies,,"September 8, 2017","Munjal Shroff, Tilak Shetty","A cat, monkey and donkey team up to narrate folktales about friendship from Northeast India, and the Indian regions of Bihar and Rajasthan."
Netflix,80182482,Krish Trish and Baltiboy: Comics of India,Movie,2012,TV-Y7,61.0,min,Children & Family Movies,Children & Family Movies,,"September 8, 2017",Tilak Shetty,"In three comic-strip-style tales, a boy tries to sell wisdom, a demon is released from captivity, and a king assigns impossible tasks to his minister."
Netflix,80182597,Krish Trish and Baltiboy: Oversmartness Never Pays,Movie,2017,TV-Y7,65.0,min,Children & Family Movies,Children & Family Movies,,"September 8, 2017",Tilak Shetty,"A cat, monkey and donkey learn the consequences of cheating through stories from the Indian regions of Rajasthan, West Bengal and Maharashtra."
Netflix,80182481,Krish Trish and Baltiboy: Part II,Movie,2010,TV-Y7,58.0,min,Children & Family Movies,Children & Family Movies,,"September 8, 2017",,"Animal minstrels narrate stories about a monkey's friendship with a crocodile, two monkeys' foolishness and a villager's encounter with a demon."
Netflix,80182621,Krish Trish and Baltiboy: The Greatest Trick,Movie,2013,TV-Y7,60.0,min,Children & Family Movies,Children & Family Movies,,"September 8, 2017","Munjal Shroff, Tilak Shetty","The consequences of trickery are explored in stories involving an inconsiderate husband, two greedy courtiers, and a kind man who loses everything."
Netflix,80057969,Love,Movie,2015,NR,135.0,min,Cult Movies,"Cult Movies, Dramas, Independent Movies","France, Belgium","September 8, 2017",Gaspar Noé,A man in an unsatisfying marriage recalls the details of an intense past relationship with an ex-girlfriend when he gets word that she may be missing.
Netflix,80060297,Manhattan Romance,Movie,2014,TV-14,98.0,min,Comedies,"Comedies, Independent Movies, Romantic Movies",United States,"September 8, 2017",Tom O'Brien,A filmmaker working on a documentary about love in modern Manhattan becomes personally entangled in the romantic lives of his subjects.
Netflix,80046728,Moonwalkers,Movie,2015,R,96.0,min,Action & Adventure,"Action & Adventure, Comedies, International Movies","France, Belgium","September 8, 2017",Antoine Bardou-Jacquet,"A brain-addled war vet, a failing band manager and a Stanley Kubrick impersonator help the CIA construct an epic scam by faking the 1969 moon landing."
Netflix,80046727,Rolling Papers,Movie,2015,TV-MA,79.0,min,Documentaries,Documentaries,"United States, Uruguay","September 8, 2017",Mitch Dickman,"As the newspaper industry takes a hit, The Denver Post breaks new ground with a section dedicated to cannabis culture."
Netflix,70304988,Stonehearst Asylum,Movie,2014,PG-13,113.0,min,Horror Movies,"Horror Movies, Thrillers",United States,"September 8, 2017",Brad Anderson,"In 1899, a young doctor arrives at an asylum for an apprenticeship and becomes suspicious of his mentor's methods while falling for a female patient."
Netflix,80057700,The Runner,Movie,2015,R,90.0,min,Dramas,"Dramas, Independent Movies",United States,"September 8, 2017",Austin Stark,A New Orleans politician finds his idealistic plans for rebuilding after a toxic oil spill unraveling thanks to a sex scandal.
Netflix,80045922,6 Years,Movie,2015,NR,80.0,min,Dramas,"Dramas, Independent Movies, Romantic Movies",United States,"September 8, 2015",Hannah Fidell,"As a volatile young couple who have been together for six years approach college graduation, unexpected career opportunities threaten their future."
Netflix,80244601,Castle of Stars,TV Show,2015,TV-14,1.0,season,International TV Shows,"International TV Shows, Romantic TV Shows, TV Comedies",,"September 7, 2018",,"As four couples with different lifestyles go through the ebbs and flows of joy and sorrow, each must learn how to live a good life."
Netflix,80203094,City of Joy,Movie,2018,TV-MA,77.0,min,Documentaries,Documentaries,"United States,","September 7, 2018",Madeleine Gavin,"Women who've been sexually brutalized in war-torn Congo begin to heal at City of Joy, a center that helps them regain a sense of self and empowerment."
Netflix,80190843,First and Last,TV Show,2018,TV-MA,1.0,season,Docuseries,Docuseries,,"September 7, 2018",,Take an intimate look at the emotionally charged first and last days of new and soon-to-be released inmates at Georgia's Gwinnett County Jail.
Netflix,70241607,Laddaland,Movie,2011,TV-MA,112.0,min,Horror Movies,"Horror Movies, International Movies",Thailand,"September 7, 2018",Sopon Sukdapisit,"When a family moves into an upscale housing development, they encounter a series of paranormal events that drive them to the edge of insanity."
Netflix,80988892,Next Gen,Movie,2018,TV-PG,106.0,min,Children & Family Movies,"Children & Family Movies, Comedies, Sci-Fi & Fantasy","China, Canada, United States","September 7, 2018","Kevin R. Adams, Joe Ksander","When lonely Mai forms an unlikely bond with a top-secret robot, they embark on an intense, action-packed adventure to foil the plot of a vicious villain."
Netflix,80239639,Sierra Burgess Is A Loser,Movie,2018,PG-13,106.0,min,Comedies,"Comedies, Romantic Movies",United States,"September 7, 2018",Ian Samuels,A wrong-number text sparks a virtual romance between a smart but unpopular teen and a sweet jock who thinks he's talking to a gorgeous cheerleader.
Netflix,80159586,The Most Assassinated Woman in the World,Movie,2018,TV-MA,102.0,min,Dramas,"Dramas, International Movies, Thrillers","Belgium, United Kingdom, United States","September 7, 2018",Franck Ribière,"In 1930s Paris, an actress famous for her gory death scenes at the Grand Guignol Theater contends with a mysterious stalker and ghosts from her past."
Netflix,80152447,Cézanne et moi,Movie,2016,R,114.0,min,Dramas,"Dramas, Independent Movies, International Movies","Belgium, France","September 7, 2017",Daniele Thompson,"This historical drama explores the long and often volatile friendship of painter Paul Cézanne and writer Émile Zola, who first met as schoolboys."
Netflix,80221550,Archibald's Next Big Thing,TV Show,2019,TV-Y7,1.0,season,Kids' TV,"Kids' TV, TV Comedies",,"September 6, 2019",,"Happy-go-lucky chicken Archibald may not remember to do his chores, but he never forgets to have fun. After all, life's an adventure!"
Netflix,81154455,Article 15,Movie,2019,TV-MA,125.0,min,Dramas,"Dramas, International Movies, Thrillers",India,"September 6, 2019",Anubhav Sinha,The grim realities of caste discrimination come to light as an entitled but upright city cop ventures into India’s heartland to investigate a murder.
Netflix,81113928,Care of Kancharapalem,Movie,2018,TV-14,142.0,min,Comedies,"Comedies, Dramas, Independent Movies",,"September 6, 2019",Maha Venkatesh,"From a schoolboy’s crush to a middle-aged bachelor’s office romance, four love stories spanning age, religion and status unfold in a small Indian town."
Netflix,81052275,Ee Nagaraniki Emaindi,Movie,2018,TV-14,133.0,min,Comedies,"Comedies, International Movies",India,"September 6, 2019",Tharun Bhascker,"In Goa and in desperate need of cash, four childhood friends get another shot at making their long-abandoned dreams of becoming filmmakers come true."
Netflix,81132437,Kill Me If You Dare,Movie,2019,TV-14,100.0,min,Comedies,"Comedies, International Movies, Romantic Movies",,"September 6, 2019",Şenol Sönmez,"Bogged down with money problems, a couple grows cautious of each other but hit the lottery and decide to stay together – till death do they part."
Netflix,80178151,The Spy,TV Show,2019,TV-MA,1.0,season,International TV Shows,"International TV Shows, TV Dramas, TV Thrillers",France,"September 6, 2019",,"In the 1960s, Israeli clerk-turned-secret agent Eli Cohen goes deep undercover inside Syria on a perilous, years-long mission to spy for Mossad."
Netflix,80058026,Hell and Back,Movie,2015,R,86.0,min,Action & Adventure,"Action & Adventure, Comedies, Independent Movies",United States,"September 6, 2018","Tom Gianas, Ross R. Shuman","When best friends break a blood oath, one of them is cast away to hell, and the other two must save him from the misfits of the underworld."
Netflix,70303496,PK,Movie,2014,TV-14,146.0,min,Comedies,"Comedies, Dramas, International Movies",India,"September 6, 2018",Rajkumar Hirani,Aamir Khan teams with director Rajkumar Hirani to play a social crusader in a political satire on the state of corruption in India.
Netflix,80162141,Hard Tide,Movie,2015,TV-MA,79.0,min,Dramas,"Dramas, Independent Movies",United Kingdom,"September 6, 2017","Robert Osman, Nathanael Wiseman",A drug dealer who's been emulating his father's successful criminal career is forced to go on the run with a young girl in this fact-based thriller.
Netflix,80095641,Elstree 1976,Movie,2015,TV-PG,102.0,min,Documentaries,Documentaries,United Kingdom,"September 6, 2016",Jon Spira,"Then and now footage of bit players who appeared in ""Star Wars"" tells the story of how the film and its legions of fans changed their lives forever."
Netflix,81176188,American Factory: A Conversation with the Obamas,Movie,2019,TV-G,10.0,min,Documentaries,Documentaries,,"September 5, 2019",,Barack and Michelle Obama talk with directors Steven Bognar and Julia Reichert about the documentary and the importance of storytelling.
Netflix,80159880,ATM,Movie,2012,TV-14,122.0,min,Comedies,"Comedies, International Movies, Romantic Movies","United States, Canada","September 5, 2018",Mez Tharatorn,"When a broken ATM dishes out a fortune, a couple who works at the bank vies to see who can recover the most cash – and the loser must find a new job."
Netflix,81016044,Bangkok Traffic (Love) Story,Movie,2009,TV-14,126.0,min,Comedies,"Comedies, International Movies, Romantic Movies",Thailand,"September 5, 2018",Adisorn Tresirikasem,"After an encounter with an engineer working the night shift for the city train, a 30-year-old woman struggles against all odds to pursue true love."
Netflix,80158838,I Fine... Thank You... Love You,Movie,2014,TV-14,116.0,min,Comedies,"Comedies, International Movies, Romantic Movies",Thailand,"September 5, 2018",Mez Tharatorn,"Desperate to go to the U.S. to win back his girlfriend, Yim hires a tutor to teach him English. But things don't go according to plan."
Netflix,81016045,One Day,Movie,2016,TV-PG,135.0,min,Dramas,"Dramas, International Movies, Romantic Movies",Thailand,"September 5, 2018",Banjong Pisanthanakun,"When his colleague (and crush) temporarily loses her memory, an overlooked geek seizes the chance to make an impression before she remembers again."
Netflix,70142798,Phobia 2,Movie,2009,TV-MA,125.0,min,Horror Movies,"Horror Movies, International Movies",Thailand,"September 5, 2018","Banjong Pisanthanakun, Paween Purikitpanya, Songyos Sugmakanan, Parkpoom Wongpoom, Visute Poolvoralaks","From disfiguring punishments to festering souls, Thai horror masters present five supernatural tales of karma in this sequel to the 4bia anthology."
Netflix,70062814,Shutter,Movie,2004,TV-MA,96.0,min,Horror Movies,"Horror Movies, International Movies",Thailand,"September 5, 2018","Banjong Pisanthanakun, Parkpoom Wongpoom","After killing a young girl in a hit-and-run accident, a couple is haunted by more than just the memory of their deadly choice."
Netflix,80158839,Suckseed,Movie,2011,TV-MA,130.0,min,Comedies,"Comedies, International Movies",Thailand,"September 5, 2018",Chayanop Boonprakob,"When his boyhood crush Ern returns, Ped forms a band with his friend to impress her. Romantic rivalries bloom after the talented Ern joins the group."
Netflix,80147760,Carrie Pilby,Movie,2016,TV-14,98.0,min,Comedies,"Comedies, Dramas",United States,"September 5, 2017",Susan Johnson,"A socially awkward 19-year-old genius makes big plans to step out of her shell and make a friend, get a job and – maybe – even go on a date."
Netflix,80177405,Marc Maron: Too Real,Movie,2017,TV-MA,70.0,min,Stand-Up Comedy,Stand-Up Comedy,United States,"September 5, 2017",Lynn Shelton,"Battle-scarred stand-up comedian Marc Maron unleashes a storm of ideas about meditation, mortality, documentary films and our weird modern world."
Netflix,80113482,No Tomorrow,TV Show,2016,TV-14,1.0,season,Romantic TV Shows,"Romantic TV Shows, TV Comedies, TV Dramas",United States,"September 5, 2017",,"Her straitjacketed life turned topsy-turvy by hunky Xavier, Evie discovers a new freedom – even though her man just might be an end-of-days crackpot."
Netflix,81160036,Saawan,Movie,2016,TV-14,128.0,min,Dramas,"Dramas, Independent Movies, International Movies",Pakistan,"September 4, 2019",Farhan Alam,"Outcast from society and left to die in the wilderness, a young boy with polio embarks on a journey to connect with his mother. Based on a true story."
Netflix,81173255,The Heretics,Movie,2017,TV-MA,88.0,min,Horror Movies,Horror Movies,Canada,"September 4, 2019",Chad Archibald,A withdrawn young woman hunted by a malicious cult is abducted by a brooding stranger and undergoes a bizarre transformation.
Netflix,81078908,The World We Make,Movie,2019,PG,108.0,min,Dramas,"Dramas, Romantic Movies",United States,"September 4, 2019",Brian Baugh,"A teenage equestrian and a local football player for each other, but simmering racism in their small town puts their relationship to the test."
Netflix,81155784,Watchman,Movie,2019,TV-14,93.0,min,Comedies,"Comedies, Dramas, International Movies",India,"September 4, 2019",A. L. Vijay,"Rushing to pay off a loan shark, a young man breaks into a bungalow to steal the cash, unprepared for the dog standing guard – or the trouble inside."
Netflix,80201906,Black Panther,Movie,2018,PG-13,135.0,min,Action & Adventure,"Action & Adventure, Sci-Fi & Fantasy",United States,"September 4, 2018",Ryan Coogler,"T'Challa, the superpowered new leader of the hidden, highly advanced African nation of Wakanda, strives to protect his home from enemies old and new."
Netflix,80052612,Man Up,Movie,2015,R,88.0,min,Comedies,"Comedies, International Movies, Romantic Movies","United Kingdom, France","September 4, 2018",Ben Palmer,"A single woman seizes an opportunity when, while standing under a train station clock, she meets a stranger who mistakes her for his blind date."
Netflix,80113641,Frequency,TV Show,2016,TV-14,1.0,season,Crime TV Shows,"Crime TV Shows, TV Dramas, TV Mysteries",United States,"September 4, 2017",,"A detective seizes a precious opportunity to change the past when she finds she can communicate with her deceased, estranged father via a time warp."
Netflix,81054495,Mo Gilligan: Momentum,Movie,2019,TV-MA,64.0,min,Stand-Up Comedy,Stand-Up Comedy,United Kingdom,"September 30, 2019",Chris Howe,"Comedian Mo Gilligan blends smooth moves and sharp humor as he riffs on humble beginnings, family dynamics and the complex art of dancing in the club."
Netflix,80996949,Adam Ruins Everything,TV Show,2018,TV-14,1.0,season,TV Comedies,TV Comedies,United States,"September 30, 2018",,"Education can be fun – and funny. Comedian Adam Conover bursts misconceptions, deconstructs topics and leaves with positive takeaways."
Netflix,80239337,Ben 10,TV Show,2016,TV-Y7,1.0,season,Kids' TV,Kids' TV,United States,"September 30, 2018",,Ben can transform into ten types of aliens. He'll try 'em all while adventuring across the country with his cousin Gwen and Grandpa Max.
Netflix,70212504,Big Miracle,Movie,2012,PG,107.0,min,Children & Family Movies,"Children & Family Movies, Dramas","United States, United Kingdom","September 30, 2018",Ken Kwapis,"After a reporter writes about whales trapped in the Arctic Circle, the U.S. and U.S.S.R. team up to rescue them in this tale inspired by true events."
Netflix,81011682,Christiane Amanpour: Sex & Love Around the World,TV Show,2018,TV-MA,1.0,season,Docuseries,Docuseries,United States,"September 30, 2018",,"A contextual, acculturated dive into how adults in six, big global cities celebrate love and accentuate sex. CNN's Christiane Amanpour reports."
Netflix,80128317,The Eighties,TV Show,2016,TV-PG,1.0,season,Docuseries,Docuseries,United States,"September 30, 2018",,"This nostalgic documentary series relives the 1980s from a variety of angles, exploring its impact on the politics, technology and culture of today."
Netflix,81027384,The Nineties,TV Show,2017,TV-14,1.0,season,Docuseries,Docuseries,United States,"September 30, 2018",,This U.S.-focused series dives into the cultural and political changes that swept the last decade of the 20th century. Executive produced by Tom Hanks.
Netflix,80030186,The Seventies,TV Show,2015,TV-PG,1.0,season,Docuseries,Docuseries,United States,"September 30, 2018",,"This series examines 1970s America, focusing on the major political and historical landmarks of the decade and the cultural response to those events."
Netflix,80116921,We Bare Bears,TV Show,2017,TV-Y7,1.0,season,Kids' TV,"Kids' TV, TV Comedies",United States,"September 30, 2018",,"Grizzly, Panda and Ice Bear are three adopted bear brothers struggling against their animal instincts to fit into the civilized, modern human world."
Netflix,80187061,The Mayor,Movie,2017,TV-MA,130.0,min,Dramas,"Dramas, International Movies",South Korea,"September 30, 2017",Park In-je,"With the presidency in mind, the incumbent mayor of Seoul runs for an unprecedented third term – and will stop at nothing to keep his secrets hidden."
Netflix,80181555,The Royal House of Windsor,TV Show,2017,TV-14,1.0,season,British TV Shows,"British TV Shows, Docuseries, International TV Shows",United Kingdom,"September 30, 2017",,"Drawing on newly available info, this show traces how the British royal family has survived the last 100 years of power struggles, politics and more."
Netflix,80081155,Amanda Knox,Movie,2016,TV-MA,92.0,min,Documentaries,Documentaries,"Denmark, United States","September 30, 2016","Rod Blackhurst, Brian McGinn",She was twice convicted and acquitted of murder. Amanda Knox and the people closest to her case speak out in this illuminating documentary.
Netflix,80184358,Lovesick,TV Show,2014,TV-14,1.0,season,International TV Shows,"International TV Shows, Romantic TV Shows, TV Dramas",,"September 3, 2018",,Love and academics get complicated at an all-male college that happens to be located next to an all-female high school.
Netflix,80198585,The Debt Collector,Movie,2018,TV-MA,96.0,min,Action & Adventure,Action & Adventure,"United Kingdom, United States","September 3, 2018",Jesse V. Johnson,"A broke martial arts instructor takes a side gig with a mobster, who pairs him with a veteran thug for a weekend of fisticuffs-fueled debt collection."
Netflix,70233894,Act of Vengeance,Movie,2010,NR,112.0,min,Action & Adventure,"Action & Adventure, International Movies","Turkey, United States","September 29, 2018",Mahsun Kırmızıgül,"Two Turkish agents are sent to New York City on a mission to capture a notorious terrorist known only as ""Dejjal"" (Arabic for Antichrist)."
Netflix,81011955,Paradise Lost,Movie,2018,TV-MA,111.0,min,Dramas,"Dramas, Independent Movies, International Movies",Brazil,"September 29, 2018",Monique Gardenberg,"A cop moonlights as the bodyguard for a young drag queen at a nightclub, and grows closer to the family of misfit singers that perform there."
Netflix,80128722,Gerald's Game,Movie,2017,TV-MA,103.0,min,Horror Movies,"Horror Movies, Thrillers",United States,"September 29, 2017",Mike Flanagan,"When her husband's sex game goes wrong, Jessie – handcuffed to a bed in a remote lake house – faces warped visions, dark secrets and a dire choice."
Netflix,80182115,Long Shot,Movie,2017,TV-14,40.0,min,Documentaries,Documentaries,United States,"September 29, 2017",Jacob LaMendola,"When Juan Catalan is arrested for a murder he didn't commit, he builds his case for innocence around raw footage from a popular TV show. A documentary."
Netflix,80163293,Mak Cun,TV Show,2015,TV-PG,1.0,season,International TV Shows,"International TV Shows, TV Comedies, TV Dramas",,"September 29, 2017",,A woman with an entrepreneurial spirit takes life into her own hands by starting a beauty cream business that inspires other women to take chances.
Netflix,80104068,Our Souls at Night,Movie,2017,TV-14,103.0,min,Dramas,"Dramas, Romantic Movies",United States,"September 29, 2017",Ritesh Batra,"After widowed neighbors Addie and Louis begin sleeping in bed together platonically to alleviate their loneliness, a real romance begins to blossom."
Netflix,80119349,Out of Thin Air,Movie,2017,TV-14,85.0,min,Documentaries,"Documentaries, International Movies",,"September 29, 2017",Dylan Howitt,"Picking up 40 years after six were convicted for two strange murders in Iceland, this chilling documentary proves confessions can’t always be trusted."
Netflix,80199032,Paul Hollywood's Big Continental Road Trip,TV Show,2017,TV-14,1.0,season,British TV Shows,"British TV Shows, Docuseries, International TV Shows",United Kingdom,"September 29, 2017",,"Gear up for a fast-paced journey as celebrity chef and avid auto enthusiast Paul Hollywood takes in the cars and culture of France, Italy and Germany."
Netflix,80180449,Satu Hari,TV Show,2014,TV-14,1.0,season,International TV Shows,"International TV Shows, TV Dramas",,"September 29, 2017",,"A man haunted by his wife's affair moves to Sarajevo and starts to love again, until fate forces him to choose between his new life and old loyalty."
Netflix,80019931,"Monster High: Boo York, Boo York",Movie,2015,TV-Y7,72.0,min,Children & Family Movies,"Children & Family Movies, Music & Musicals",United States,"September 29, 2015",William Lau,Cleo is invited to a gala in the big city celebrating a magical comet and brings her best friends along. But the sinister Nefera has other plans.
Netflix,81053893,Cultivating the Seas: History and Future of the Full-Cycle Cultured Kindai Tuna,Movie,2019,TV-G,45.0,min,Documentaries,"Documentaries, International Movies",,"September 28, 2019",Mana Yasuda,An in-depth look at the full-cycle breeding program for bluefin Kindai tuna pioneered by Kinki University’s Aqua Culture Research Institute.
Netflix,80200087,Domino,Movie,2019,R,89.0,min,International Movies,"International Movies, Thrillers","Denmark, France, Italy, Belgium, Netherlands","September 28, 2019",Brian De Palma,"A Copenhagen police officer hunts for the man who attacked his partner, only to stumble into a high-stakes game of espionage."
Netflix,81053892,TUNA GIRL,Movie,2019,TV-PG,90.0,min,Dramas,"Dramas, International Movies",,"September 28, 2019",Mana Yasuda,A clumsy but cheerful fisheries student struggles to find her place at a research institute renowned for its tuna cultivation. The work isn't easy.
Netflix,81002850,5CM,Movie,2012,TV-14,126.0,min,Dramas,"Dramas, International Movies",Indonesia,"September 28, 2018",Rizal Mantovani,"Five friends embark on a mission to climb the highest peak in Java, overcoming obstacles on the way and discovering the true meaning of friendship."
Netflix,81004470,Animal World,Movie,2018,TV-MA,130.0,min,Action & Adventure,"Action & Adventure, International Movies, Sci-Fi & Fantasy",China,"September 28, 2018",Han Yan,"An unlucky, debt-ridden teen resorts to his math skills when he's forced into a deadly tournament of rock-paper-scissors run by a diabolical host."
Netflix,80157072,Hold the Dark,Movie,2018,TV-MA,126.0,min,Action & Adventure,"Action & Adventure, Dramas",United States,"September 28, 2018",Jeremy Saulnier,"In the grim Alaskan winter, a naturalist hunts for wolves blamed for killing a local boy, but he soon finds himself swept into a chilling mystery."
Netflix,81001809,Lessons from a School Shooting: Notes from Dunblane,Movie,2018,TV-PG,24.0,min,Documentaries,Documentaries,United States,"September 28, 2018",Kim A. Snyder,"Two priests – one from Dunblane, Scotland, the other from Newtown, Connecticut – bond over school tragedies that occurred 16 years apart."
Netflix,80201933,Made in Mexico,TV Show,2018,TV-MA,1.0,season,International TV Shows,"International TV Shows, Reality TV, Spanish-Language TV Shows",United States,"September 28, 2018",,"These Mexico City socialites may lead opulent lives, but a peek behind the curtain reveals a tangled web of intrigue, envy and personal struggles."
Netflix,81002864,Single,Movie,2015,TV-PG,127.0,min,Comedies,"Comedies, International Movies, Romantic Movies",Indonesia,"September 28, 2018",Raditya Dika,"Unemployed and immature, a somewhat pathetic bachelor sets his sights on finding a date for the wedding of his younger, more successful brother."
Netflix,81016750,The 3rd Eye,Movie,2018,TV-MA,108.0,min,Horror Movies,"Horror Movies, International Movies",Indonesia,"September 28, 2018",Rocky Soraya,"When her little sister claims she sees the dead, Alia consults a psychic, who opens her own eyes to the vengeful ghosts haunting their childhood home."
Netflix,81002866,The Sinking Of Van Der Wijck,Movie,2013,TV-14,163.0,min,Dramas,"Dramas, International Movies, Romantic Movies",Indonesia,"September 28, 2018",Sunil Soraya,"When a young man leaves home to fulfill the wishes of his late father, he meets and falls in love with a woman from a very different background."
Netflix,80992039,Two Catalonias,Movie,2018,TV-MA,117.0,min,Documentaries,"Documentaries, International Movies",Spain,"September 28, 2018","Álvaro Longoria, Gerardo Olivares",Lawmakers and activists with conflicting ideologies speak about the complexities of Catalonia's politics and the fight for its independence from Spain.
Netflix,80126507,Bobby Sands: 66 Days,Movie,2016,TV-14,106.0,min,Documentaries,Documentaries,"Ireland, United Kingdom","September 28, 2017",Brendan Byrne,"In 1981, an imprisoned Irish Republican Army soldier went on a hunger strike that galvanized his movement and made him a controversial global icon."
Netflix,80225885,Bard of Blood,TV Show,2019,TV-MA,1.0,season,International TV Shows,"International TV Shows, TV Action & Adventure, TV Dramas",India,"September 27, 2019",,"Years after a disastrous job in Balochistan, a former Indian spy must confront his past when he returns to lead an unsanctioned hostage-rescue mission."
Netflix,81132443,Deliha 2,Movie,2018,TV-PG,102.0,min,Comedies,"Comedies, International Movies",Turkey,"September 27, 2019",Gupse Özay,"While chasing her dream of becoming a chef, Zeliha cooks up trouble in the kitchen with her wild, kooky and unsuspecting ways."
Netflix,80218107,Dragons: Rescue Riders,TV Show,2019,TV-Y,1.0,season,Kids' TV,"Kids' TV, TV Comedies",,"September 27, 2019",,"Twins Dak and Leyla and their dragon friends devote their lives to rescuing others, defending their home of Huttsgalor and having fun along the way."
Netflix,80231903,In the Shadow of the Moon,Movie,2019,TV-MA,116.0,min,Dramas,"Dramas, Sci-Fi & Fantasy, Thrillers",United States,"September 27, 2019",Jim Mickle,A Philadelphia detective slowly unravels as he nurses a lifelong obsession with an enigmatic female serial killer whose crimes defy explanation.
Netflix,80220715,Skylines,TV Show,2019,TV-MA,1.0,season,Crime TV Shows,"Crime TV Shows, International TV Shows, TV Dramas",,"September 27, 2019",,A hip-hop producer gets hurled into the violent world of organized crime when the record label he signs to becomes the center of a deadly drug business.
Netflix,81171121,Sturgill Simpson Presents Sound & Fury,Movie,2019,TV-MA,42.0,min,Anime Features,"Anime Features, Music & Musicals, Sci-Fi & Fantasy",United States,"September 27, 2019","Jumpei Mizusaki, Koji Morimoto, Michael Arias, Masaru Matsumoto, Arthell Isom, Henry Thurlow, Takanobu Mizuno, Elsa Nakamichi, Hajime Sasaki, Shinji Takagi","In this anime visual album, a mysterious driver heads deep into a postapocalyptic hellscape toward a ferocious showdown with two monstrous opponents."
Netflix,80241248,The Politician,TV Show,2019,TV-14,1.0,season,TV Comedies,"TV Comedies, TV Dramas, Teen TV Shows",United States,"September 27, 2019",,Rich kid Payton has always known he's going to be president. But first he has to navigate the most treacherous political landscape of all: high school.
